nombre,inicia,termina,tipo_via,vel_max,latitud,longitud,geo_shape
Eje 3 Oriente Calzada Gral. Ignacio Zaragoza,Eje 3 Oriente Ingeniero Eduardo Molina,Liga de Carretas,Eje Vial,50,19.42869253,-99.11344933,"{""type"": ""LineString"", ""coordinates"": [[-99.11537325520958, 19.430215319267436], [-99.1153547053221, 19.429956182551845], [-99.11524030366387, 19.429685793866213], [-99.11505417338081, 19.429474863247446], [-99.11316767137275, 19.42849699762969], [-99.11114147233124, 19.427500560245935]]}"
Eje 3 Oriente Av. Arneses,Eje 8 Sur Calzada Ermita Iztapalapa,Calzada Taxqueña,Eje Vial,50,19.34768644,-99.11166538,"{""type"": ""LineString"", ""coordinates"": [[-99.1113752421024, 19.356593315483785], [-99.11142432713798, 19.356367552140348], [-99.11142432698851, 19.356113553685475], [-99.11085422392536, 19.35430567055926], [-99.11072753396323, 19.35337930978405], [-99.11090173256544, 19.349808288493225], [-99.11134514594511, 19.348000335267912], [-99.11221613781287, 19.344010814739253], [-99.11261204345935, 19.34223268275674], [-99.11307129330812, 19.338840730026785], [-99.1130625940443, 19.338750438851182]]}"
Eje 3 Oriente Armada de Mexico,Calzada de la Virgen,Calzada de las Bombas,Eje Vial,50,19.31587174,-99.1116696,"{""type"": ""LineString"", ""coordinates"": [[-99.1136604241421, 19.320681179071723], [-99.11319798333155, 19.319638257168794], [-99.1117885603212, 19.316619452523394], [-99.11088589642497, 19.314736408293527], [-99.11068002502398, 19.314258171176668], [-99.11056917219938, 19.313884546997286], [-99.11050582702636, 19.31348103270835], [-99.11047415473026, 19.312928067277632], [-99.11080671476563, 19.311194431974123], [-99.11087495526174, 19.3108930404298]]}"
Eje 3 Oriente Cafetales,Calzada de las Bombas,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Eje Vial,50,19.30008694,-99.11342267,"{""type"": ""LineString"", ""coordinates"": [[-99.11087495526174, 19.3108930404298], [-99.11199443063869, 19.305948579678823], [-99.1130237844622, 19.302615656983026], [-99.11365723314357, 19.30064277425379], [-99.11365951785457, 19.300630793788883], [-99.11379975907235, 19.299895463403953], [-99.11400562955511, 19.29872965241573], [-99.11408481072037, 19.298042119623467], [-99.11432235427881, 19.2967417768078], [-99.11535336386052, 19.29003191695657], [-99.11537628657743, 19.289795618195857], [-99.11521075940989, 19.289567554861915], [-99.11491385345244, 19.289385893389102], [-99.11491096453173, 19.289384125686055]]}"
Eje 5 Oriente Av. Lic. Javier Rojo Gomez,Eje 8 Sur Calzada Ermita Iztapalapa,Calzada Gral. Igancio Zaragoza,Eje Vial,50,19.38046862,-99.07763137,"{""type"": ""LineString"", ""coordinates"": [[-99.07084222823008, 19.405226381756744], [-99.07087404273928, 19.40510294900703], [-99.0712185007922, 19.403592074473057], [-99.0713155052591, 19.403193194018645], [-99.07178892072774, 19.40105059738759], [-99.07208248219638, 19.399892681071282], [-99.07249346772794, 19.398140686482265], [-99.07267649793148, 19.397234166125365], [-99.07285014979817, 19.396610193798185], [-99.0731072787634, 19.395472383411963], [-99.07376378909686, 19.39259761591272], [-99.0738438514843, 19.392270362896454], [-99.07389188883512, 19.391978351126028], [-99.07404667569443, 19.391318806063826], [-99.07412140021651, 19.390996585214587], [-99.0742655122758, 19.390402487827302], [-99.07446833638559, 19.389507179380303], [-99.07466582397872, 19.388826608939784], [-99.07487179769909, 19.387878220748274], [-99.07487808424418, 19.38784927440585], [-99.07502536532124, 19.387108279054534], [-99.07577354281497, 19.384188341683338], [-99.07580017642759, 19.384093474166132], [-99.07584702785702, 19.3839265926101], [-99.07605254219946, 19.383216513759272], [-99.07626930923959, 19.382467556853225], [-99.07659644370972, 19.381423852138468], [-99.07690901023456, 19.380345191168267], [-99.07732551579187, 19.378868681251266], [-99.07734748086213, 19.37879081280773], [-99.07803663508854, 19.37633812127943], [-99.07846751622483, 19.374808530390784], [-99.0785716947917, 19.374351779527395], [-99.07878197997294, 19.374069350371595], [-99.07883439824262, 19.37400353966284], [-99.07927679011958, 19.373675080717693], [-99.07959139142812, 19.37340376080025], [-99.07972042052059, 19.373228111168764], [-99.07988054434557, 19.37280011339407], [-99.07990162207572, 19.372738444368238], [-99.08026463942122, 19.371676310926837], [-99.08061711729995, 19.370645001273253], [-99.0807612298462, 19.370257279078295], [-99.08105734092003, 19.36946380496259], [-99.08187962326204, 19.36736046341205], [-99.08248275913388, 19.365744370208336], [-99.083108571459, 19.363974176290824], [-99.08406513194487, 19.361535811255447], [-99.08430972625243, 19.36076214489946], [-99.08534364930446, 19.358844428400797], [-99.08581868607682, 19.358019155198708], [-99.08662477971272, 19.35651955703702]]}"
Eje 5 Oriente Av. Central,Calzada Gral. Igancio Zaragoza,Eje 1 Norte Talleres Graficos,Eje Vial,50,19.4095636,-99.06982357,"{""type"": ""LineString"", ""coordinates"": [[-99.06854579720252, 19.413812842305195], [-99.06869317985803, 19.412825638903325], [-99.06870919294623, 19.41256890286235], [-99.06877324279432, 19.412060463243094], [-99.0688533044182, 19.411864134269432], [-99.06892269202993, 19.411728214454225], [-99.06924827786241, 19.411204670639208], [-99.06949914042377, 19.410761669713423], [-99.07019835065293, 19.409538378144745], [-99.07026773732376, 19.40933197877181], [-99.07032645034394, 19.4091054421186], [-99.0703744875425, 19.40868760666818], [-99.07049191153641, 19.407831795950855], [-99.0704972494767, 19.407529744516992], [-99.07060399911636, 19.406608482550627], [-99.07066402274076, 19.405917779641182], [-99.07084222823008, 19.405226381756744]]}"
Eje 1 Poniente Calzada Vallejo,Anillo Periferico Acueducto de Tenayuca,Circuito Interior Paseo de las Jacarandas,Eje Vial,50,19.49795928,-99.15553847,"{""type"": ""LineString"", ""coordinates"": [[-99.17008973067763, 19.529842760497647], [-99.17008080728216, 19.52969999305759], [-99.17020999561016, 19.52907392535921], [-99.1702091609515, 19.528857642261926], [-99.17017196528629, 19.52863354735166], [-99.17010641923031, 19.528461795068875], [-99.17000078815477, 19.528270175267256], [-99.16815945478594, 19.526010256762866], [-99.16659565338601, 19.523912305970033], [-99.16562356045478, 19.52278365051661], [-99.16529952983367, 19.522398577133192], [-99.16518682308593, 19.522225958674067], [-99.16460920225823, 19.52140269572378], [-99.16428517165515, 19.520778606986777], [-99.16401749380753, 19.520167794489595], [-99.16333165217496, 19.518722527230683], [-99.16320839559552, 19.518496008586574], [-99.16313179258982, 19.518308068921975], [-99.16229872070213, 19.51638335938382], [-99.16152386435353, 19.51436495868703], [-99.15925564729913, 19.508561914336443], [-99.15697334227684, 19.502891461292418], [-99.1569614346107, 19.50286012621979], [-99.15629710348772, 19.501111933970556], [-99.15416977058102, 19.495188888552057], [-99.15415156101763, 19.495141387512597], [-99.15175918367537, 19.48890057298028], [-99.15090128423388, 19.486662510154382], [-99.14823859496147, 19.479609979299557], [-99.1457832388979, 19.473110598742842], [-99.14530822750682, 19.471853168693944], [-99.14365285765506, 19.4672845893693], [-99.14320944934519, 19.465775703713536], [-99.1431261679455, 19.465204632603093], [-99.1432392484269, 19.46482298646317]]}"
Eje 1 Poniente Guerrero,Eje 2 Norte Manuel Gonzalez,Av. Puente de Alvarado,Eje Vial,50,19.44711734,-99.14699057,"{""type"": ""LineString"", ""coordinates"": [[-99.14488942323149, 19.45633228309944], [-99.14576606297022, 19.45247714780145], [-99.14585767107508, 19.452074279061446], [-99.14736773541443, 19.445326794329137], [-99.14742147268134, 19.445086666885082], [-99.14828085994127, 19.441393472862156], [-99.14875986157031, 19.439878972826154], [-99.14910749158004, 19.437912093326233]]}"
Eje 1 Poniente Bucareli,Paseo de la Reforma,Eje 1 Sur Av. Chapultepec,Eje Vial,50,19.43069314,-99.15169495,"{""type"": ""LineString"", ""coordinates"": [[-99.14973914498519, 19.435537458252764], [-99.14977207421055, 19.435416829215036], [-99.14983057253046, 19.43520253435527], [-99.15019686873867, 19.43429911560448], [-99.15145072772313, 19.431256683692038], [-99.15204243621034, 19.42986166393748], [-99.15295817603064, 19.427669464777086], [-99.15369076797299, 19.425862538652485]]}"
Eje 2 Poniente Casa del Obrero Mundial,Eje 2 Poniente Gabriel Mancera,Eje 2 Poniente Monterrey,Eje Vial,50,19.40145949,-99.16045968,"{""type"": ""LineString"", ""coordinates"": [[-99.16110312148902, 19.401396284524022], [-99.1603463845742, 19.4014750084645], [-99.15981530998158, 19.401512114124913]]}"
Eje 2 Poniente Monterrey,Casa del Obrero Mundial,Eje 1 Sur Av. Chapultepec,Eje Vial,50,19.41226617,-99.16277872,"{""type"": ""LineString"", ""coordinates"": [[-99.15981530998158, 19.401512114124913], [-99.15998461673459, 19.401994357103387], [-99.1603628010504, 19.403044285616705], [-99.16041953570998, 19.40320179297147], [-99.16051800785914, 19.40348043142864], [-99.16082983618921, 19.404757515545676], [-99.1610103686249, 19.40550828143226], [-99.16118095534785, 19.406265829312897], [-99.16120731358838, 19.406382880896643], [-99.16179814661272, 19.408495831219284], [-99.16226588945985, 19.410376566522885], [-99.16299622427192, 19.413085405632486], [-99.16331829152571, 19.414316134405045], [-99.16347217353467, 19.41490417268459], [-99.16367732332957, 19.415654891997033], [-99.16414506707454, 19.41739623656415], [-99.16415286803529, 19.417427396263918], [-99.16442407119014, 19.41851068864334], [-99.16444246412419, 19.41856911946759], [-99.16457998536454, 19.419005997182115], [-99.1647605175444, 19.419826350151908], [-99.16515293645791, 19.42131332590447], [-99.16522005415, 19.421567650549594], [-99.16565509923043, 19.423049587596186]]}"
Eje 3 Poniente Sevilla,Paseo de la Reforma,Eje 1 Sur Av. Chapultepec,Eje Vial,50,19.42360939,-99.17086468,"{""type"": ""LineString"", ""coordinates"": [[-99.17164090111919, 19.425132588412954], [-99.17088509402335, 19.423697634137913], [-99.17028212223286, 19.422442298299952], [-99.1702024839186, 19.422077498056897], [-99.17019651921514, 19.422044682202618]]}"
Eje 3 Poniente Av. Coyoacan,Av. Colonia del Valle,Circuito Interior Rio Churubusco,Eje Vial,50,19.37400123,-99.1700858,"{""type"": ""LineString"", ""coordinates"": [[-99.16648295779967, 19.38981762799171], [-99.16696579383516, 19.38780235558196], [-99.1670811948221, 19.387352069541564], [-99.16814153747109, 19.38321457117693], [-99.1684814413148, 19.381888207755857], [-99.16906175849397, 19.379461215664968], [-99.17017939231398, 19.374924851040177], [-99.17089951089173, 19.371982009758497], [-99.17106948772962, 19.371287366983132], [-99.17200509166723, 19.36733439854918], [-99.17201232263689, 19.36730785551485], [-99.17280417334817, 19.36440109963825], [-99.17296848042176, 19.363488949460834], [-99.1729931858656, 19.36300286947415], [-99.172912243796, 19.362634985597136], [-99.17196886544521, 19.361360296974482], [-99.17141738016053, 19.36059923654894], [-99.1713012196635, 19.360519491377488], [-99.17122201531807, 19.360465117042164], [-99.17023512954503, 19.358778885792844]]}"
Eje 4 Poniente Av. Revolucion,Molinos,Eje 10 Sur Av. San Jeronimo,Eje Vial,50,19.35436797,-99.18998524,"{""type"": ""LineString"", ""coordinates"": [[-99.18748558239203, 19.372340360513594], [-99.18788533132204, 19.372140485545252], [-99.1880209610741, 19.372026271493883], [-99.18812023350944, 19.371857138309437], [-99.18823548377414, 19.370727838750888], [-99.18839175742526, 19.369400991215567], [-99.18863484897629, 19.367533558684524], [-99.18873034903376, 19.366681739759866], [-99.18889530391354, 19.36563334188302], [-99.18897344056697, 19.36453579241002], [-99.18916458228429, 19.363021023755312], [-99.18919048622197, 19.362815737388683], [-99.18929466865794, 19.361513398873715], [-99.18945962388901, 19.3599161760127], [-99.18991976145966, 19.35585342634632], [-99.19022362593726, 19.353305964876398], [-99.19065771819642, 19.349439645581324], [-99.19065771747816, 19.34913656154959], [-99.1906143089373, 19.348694221930185], [-99.19060948306198, 19.348672430810083], [-99.19000657964344, 19.3459500499992], [-99.18996317088731, 19.34569610898239], [-99.18998053453171, 19.345466743006316], [-99.19040594424128, 19.343566269159595], [-99.19078794561571, 19.34223100933245], [-99.19182976681758, 19.33939661658002], [-99.1921154576532, 19.338698904454613], [-99.19212494921578, 19.338675723683522], [-99.19312336073939, 19.33745511207546], [-99.19320149790738, 19.33728307901553], [-99.19316006323486, 19.33662852314676]]}"
Eje 5 Poniente Escuadron 201,Eje 5 Sur Prolongacion San Antonio,Camino Real a Toluca,Eje Vial,50,19.38671131,-99.20003539,"{""type"": ""LineString"", ""coordinates"": [[-99.20204925481325, 19.39063243991501], [-99.20201803364397, 19.390562212635107], [-99.20163217974654, 19.389965923366493], [-99.20045819633177, 19.388378390525347], [-99.19962901941835, 19.38727098004798], [-99.19925958389268, 19.386620470014588], [-99.19924316513578, 19.38644235361469], [-99.19941556816282, 19.384908996579227], [-99.19941556760044, 19.38480057652212], [-99.19923495565928, 19.38420426616724], [-99.1991610678148, 19.383933215570263], [-99.19947303605147, 19.382879986230428], [-99.19959921865576, 19.3824492690886]]}"
Eje 1 Norte Heroes de Granaditas,Jesus Carranza,Eje 1 Oriente Vidal Alcocer,Eje Vial,50,19.44298805,-99.12691193,"{""type"": ""LineString"", ""coordinates"": [[-99.13078596961198, 19.44322804107815], [-99.12875146729151, 19.443139983629017], [-99.12738891256033, 19.443038356505348], [-99.12567224725612, 19.44289317573771], [-99.12481006501194, 19.44284236163567], [-99.12440976654818, 19.442820584786663], [-99.12400946798319, 19.44280606666328], [-99.1231626822682, 19.442653625880567], [-99.12305399550581, 19.442619462965784]]}"
Eje 1 Norte Norte 17,Av. Oceania,Circuito Interior Boulevard Puerto Aereo,Eje Vial,50,19.43075505,-99.10023129,"{""type"": ""LineString"", ""coordinates"": [[-99.10800932278839, 19.434507867200068], [-99.10796287996384, 19.434447038870914], [-99.10780122085852, 19.434236515621365], [-99.10754718517191, 19.43404051018438], [-99.10695443468988, 19.43384450455309], [-99.10616153525933, 19.43359042331132], [-99.10549950356597, 19.433401676881736], [-99.10519158098548, 19.433271006185645], [-99.10325936998807, 19.432290971403713], [-99.10148881873955, 19.43143434487625], [-99.09953351335888, 19.430447039615913], [-99.0968314975861, 19.4290894852065], [-99.09561520533197, 19.42849419073044], [-99.09403710435527, 19.42771014112397], [-99.09334427975273, 19.4273689328507], [-99.09260526710791, 19.426991425644847], [-99.0924410599844, 19.42688972722176]]}"
Eje 1 Norte Fuerza Aerea Mexicana,Circuito Interior Boulevard Puerto Aereo,Alberto Santos Dumont,Eje Vial,50,19.4223869,-99.08514276,"{""type"": ""LineString"", ""coordinates"": [[-99.0924410599844, 19.42688972722176], [-99.09208949741463, 19.42667199502143], [-99.09030354972921, 19.425604802969712], [-99.08947985798946, 19.42507483482787], [-99.08840213071933, 19.424450485932585], [-99.08648531597477, 19.423354239458522], [-99.08442223818916, 19.422178125879736], [-99.08272866673394, 19.421219804903334], [-99.08252922751593, 19.42108601038508], [-99.08208203053654, 19.42082776265627], [-99.08155086511097, 19.42050105991623], [-99.08134301822324, 19.420341339037673], [-99.08118905728108, 19.420159836622542], [-99.08101200186158, 19.41993477481545], [-99.08043464821695, 19.419034521204605], [-99.08028838520467, 19.41887479801067], [-99.08008823524052, 19.418686034613728], [-99.07981880363585, 19.418475490908815], [-99.07904899893133, 19.417952758659947], [-99.078463947116, 19.41755344850547], [-99.07823985493793, 19.41742185638635]]}"
Eje 1 Norte Manuel Lebrija,Alberto Santos Dumont,Eje 4 Oriente Rio Churubusco,Eje Vial,50,19.41598829,-99.07580868,"{""type"": ""LineString"", ""coordinates"": [[-99.07823985493793, 19.41742185638635], [-99.07764795277359, 19.417074275359912], [-99.07653943409039, 19.4164353752961], [-99.07530774533627, 19.41569482851832], [-99.07346791169306, 19.414584002961714], [-99.0733787716133, 19.414558314393823]]}"
Eje 2 Norte Heliopolis,Av. de las Granjas,Av Azcapotzalco,Eje Vial,50,19.46889498,-99.18185134,"{""type"": ""LineString"", ""coordinates"": [[-99.17623441682147, 19.468286727000013], [-99.17649164498148, 19.468236569727107], [-99.17849467207266, 19.468486300289356], [-99.17964267339772, 19.468586730548527], [-99.17995356913576, 19.468577110220902], [-99.18046353356009, 19.468632916616336], [-99.181345668735, 19.46882128843016], [-99.18202668787463, 19.468901914241787], [-99.18304548847588, 19.469023711698295], [-99.18392336255036, 19.469133233000306], [-99.18421117713588, 19.46927637079542], [-99.18489505604177, 19.46932084951306], [-99.18547721957826, 19.46936333042964], [-99.18651403770089, 19.46952103530876], [-99.18746203087528, 19.469600760014448]]}"
